OrderID,CustomerID,OrderDate,Region,Category,Product,Quantity,UnitPrice,Sales,Profit
92,CUST666,29-09-2023,East,Electronics,Monitor,4,₹ 650.03,"₹ 2,600.12",₹ 793.97
94,CUST524,08-05-2024,East,Furniture,Table,7,₹ 191.47,"₹ 1,340.29",₹ 396.69
98,CUST619,16-09-2024,East,Electronics,Laptop,5,₹ 449.74,"₹ 2,248.70",₹ 440.64
100,CUST105,08-07-2024,East,Electronics,Smartphone,10,₹ 566.76,"₹ 5,667.60","₹ 1,414.79"
103,CUST167,05-07-2023,East,Furniture,Bookshelf,10,₹ 285.25,"₹ 2,852.50",₹ 446.75
106,CUST760,05-02-2023,East,Electronics,Laptop,4,₹ 594.00,"₹ 2,376.00",₹ 669.94
107,CUST538,14-04-2023,East,Office Supplies,Notebook,8,₹ 760.11,"₹ 6,080.88",₹ 930.44
113,CUST855,27-07-2024,East,Furniture,Cabinet,6,₹ 476.02,"₹ 2,856.12",₹ 310.19
115,CUST542,08-11-2023,East,Furniture,Cabinet,4,"₹ 1,160.18","₹ 4,640.72","₹ 1,559.04"
123,CUST659,31-03-2023,East,Electronics,Monitor,8,₹ 349.91,"₹ 2,799.28",₹ 885.88
132,CUST473,21-06-2023,East,Electronics,Keyboard,4,₹ 871.90,"₹ 3,487.60",₹ 746.65
133,CUST663,28-08-2024,East,Electronics,Laptop,5,₹ 456.10,"₹ 2,280.50",₹ 524.29
135,CUST382,28-05-2023,East,Office Supplies,Envelope,10,₹ 196.77,"₹ 1,967.70",₹ 323.08
140,CUST249,01-10-2024,East,Office Supplies,Paper,4,₹ 972.76,"₹ 3,891.04","₹ 1,022.42"
142,CUST490,03-03-2023,East,Electronics,Laptop,1,₹ 77.24,₹ 77.24,₹ 15.17
155,CUST431,11-05-2024,East,Furniture,Chair,1,₹ 394.35,₹ 394.35,₹ 131.81
156,CUST583,05-07-2023,East,Electronics,Smartphone,6,₹ 216.23,"₹ 1,297.38",₹ 439.89
159,CUST257,12-07-2023,East,Furniture,Cabinet,5,₹ 389.21,"₹ 1,946.05",₹ 531.71
163,CUST963,02-02-2023,East,Electronics,Smartphone,4,"₹ 1,175.63","₹ 4,702.52",₹ 508.47
165,CUST844,27-05-2024,East,Electronics,Laptop,3,₹ 578.68,"₹ 1,736.04",₹ 425.52
166,CUST165,04-01-2024,East,Office Supplies,Paper,8,"₹ 1,147.80","₹ 9,182.40",₹ 910.31
167,CUST663,01-11-2024,East,Furniture,Chair,2,₹ 67.92,₹ 135.84,₹ 9.80
171,CUST209,21-05-2023,East,Electronics,Monitor,3,"₹ 1,196.09","₹ 3,588.27",₹ 873.87
178,CUST371,25-08-2024,East,Office Supplies,Stapler,9,"₹ 1,108.18","₹ 9,973.62","₹ 1,106.00"
179,CUST840,05-03-2023,East,Office Supplies,Envelope,1,₹ 927.95,₹ 927.95,₹ 311.59
181,CUST470,15-09-2024,East,Furniture,Bookshelf,8,₹ 354.59,"₹ 2,836.72",₹ 650.92
182,CUST529,22-03-2024,East,Furniture,Desk,10,₹ 362.76,"₹ 3,627.60",₹ 327.18
183,CUST736,06-02-2024,East,Office Supplies,Pen,4,₹ 314.35,"₹ 1,257.40",₹ 126.72
184,CUST621,29-04-2023,East,Furniture,Desk,5,"₹ 1,199.55","₹ 5,997.75","₹ 1,519.67"
190,CUST918,04-09-2024,East,Furniture,Chair,1,"₹ 1,181.63","₹ 1,181.63",₹ 66.87
191,CUST106,10-11-2023,East,Electronics,Monitor,9,₹ 379.84,"₹ 3,418.56",₹ 285.87
197,CUST921,05-03-2023,East,Office Supplies,Envelope,5,₹ 472.31,"₹ 2,361.55",₹ 338.88
199,CUST145,09-03-2024,East,Furniture,Chair,7,₹ 956.05,"₹ 6,692.35",₹ 821.31
201,CUST485,29-04-2023,East,Electronics,Headphones,7,₹ 834.65,"₹ 5,842.55","₹ 2,021.84"
205,CUST916,26-06-2024,East,Electronics,Smartphone,8,₹ 487.39,"₹ 3,899.12","₹ 1,101.19"
206,CUST602,29-11-2024,East,Furniture,Cabinet,3,₹ 637.46,"₹ 1,912.38",₹ 547.32
210,CUST949,26-06-2024,East,Office Supplies,Paper,1,₹ 885.12,₹ 885.12,₹ 197.65
214,CUST301,06-03-2024,East,Furniture,Table,4,₹ 137.02,₹ 548.08,₹ 150.05
220,CUST720,31-07-2024,East,Office Supplies,Envelope,8,₹ 881.16,"₹ 7,049.28","₹ 2,219.74"
222,CUST429,01-10-2023,East,Electronics,Headphones,10,"₹ 1,027.80","₹ 10,278.00","₹ 2,714.97"
232,CUST330,16-12-2023,East,Electronics,Laptop,3,₹ 212.65,₹ 637.95,₹ 143.52
234,CUST678,12-02-2023,East,Furniture,Table,1,"₹ 1,051.50","₹ 1,051.50",₹ 105.80
245,CUST307,03-04-2023,East,Furniture,Chair,5,"₹ 1,132.50","₹ 5,662.50","₹ 1,534.90"
248,CUST449,02-06-2023,East,Electronics,Monitor,1,₹ 421.85,₹ 421.85,₹ 100.75
249,CUST345,21-11-2023,East,Furniture,Cabinet,8,₹ 880.18,"₹ 7,041.44",₹ 940.81
253,CUST423,16-06-2023,East,Electronics,Smartphone,7,₹ 946.35,"₹ 6,624.45","₹ 1,122.36"
259,CUST944,25-09-2024,East,Furniture,Chair,10,₹ 459.00,"₹ 4,590.00",₹ 899.67
265,CUST163,24-03-2023,East,Electronics,Keyboard,9,₹ 189.79,"₹ 1,708.11",₹ 528.54
266,CUST863,25-05-2024,East,Office Supplies,Notebook,6,"₹ 1,117.24","₹ 6,703.44",₹ 876.64
274,CUST595,21-08-2023,East,Electronics,Laptop,10,₹ 471.78,"₹ 4,717.80",₹ 531.87
284,CUST483,12-04-2024,East,Furniture,Bookshelf,9,₹ 775.41,"₹ 6,978.69",₹ 576.23
285,CUST207,01-03-2024,East,Office Supplies,Pen,2,₹ 96.55,₹ 193.10,₹ 66.95
289,CUST334,13-05-2023,East,Electronics,Smartphone,3,₹ 264.30,₹ 792.90,₹ 65.06
291,CUST664,11-07-2023,East,Office Supplies,Stapler,1,₹ 538.12,₹ 538.12,₹ 183.63
293,CUST161,21-01-2024,East,Furniture,Chair,8,"₹ 1,059.86","₹ 8,478.88",₹ 801.75
295,CUST858,01-09-2023,East,Office Supplies,Paper,1,"₹ 1,088.52","₹ 1,088.52",₹ 240.35
296,CUST604,13-02-2023,East,Office Supplies,Pen,8,₹ 349.58,"₹ 2,796.64",₹ 154.56
297,CUST141,22-09-2024,East,Furniture,Cabinet,6,"₹ 1,007.41","₹ 6,044.46","₹ 2,043.48"
300,CUST612,11-10-2023,East,Electronics,Headphones,9,₹ 63.42,₹ 570.78,₹ 38.05
302,CUST967,18-10-2024,East,Furniture,Cabinet,3,"₹ 1,105.41","₹ 3,316.23",₹ 879.59
303,CUST775,01-08-2023,East,Furniture,Cabinet,2,₹ 838.92,"₹ 1,677.84",₹ 293.52
304,CUST898,26-06-2024,East,Furniture,Table,1,₹ 829.27,₹ 829.27,₹ 179.26
310,CUST206,31-07-2024,East,Furniture,Chair,2,₹ 96.75,₹ 193.50,₹ 19.20
311,CUST403,07-01-2024,East,Furniture,Cabinet,6,₹ 429.06,"₹ 2,574.36",₹ 184.25
312,CUST185,26-02-2024,East,Furniture,Chair,1,₹ 165.96,₹ 165.96,₹ 48.03
314,CUST871,24-05-2023,East,Office Supplies,Envelope,10,"₹ 1,132.05","₹ 11,320.50","₹ 3,755.90"
323,CUST833,06-08-2023,East,Office Supplies,Envelope,7,₹ 774.52,"₹ 5,421.64",₹ 290.78
337,CUST195,15-11-2023,East,Furniture,Desk,7,₹ 733.28,"₹ 5,132.96","₹ 1,200.78"
340,CUST231,06-12-2023,East,Office Supplies,Paper,9,₹ 639.71,"₹ 5,757.39","₹ 1,986.54"
353,CUST731,21-02-2024,East,Furniture,Chair,3,₹ 275.10,₹ 825.30,₹ 105.73
356,CUST392,09-05-2023,East,Office Supplies,Stapler,10,"₹ 1,050.98","₹ 10,509.80","₹ 3,201.11"
358,CUST395,17-05-2023,East,Office Supplies,Notebook,3,₹ 307.84,₹ 923.52,₹ 50.43
361,CUST611,28-11-2023,East,Electronics,Monitor,6,"₹ 1,194.75","₹ 7,168.50","₹ 2,228.55"
362,CUST403,30-09-2023,East,Electronics,Monitor,6,₹ 736.61,"₹ 4,419.66","₹ 1,028.44"
364,CUST246,31-12-2023,East,Office Supplies,Envelope,8,₹ 246.35,"₹ 1,970.80",₹ 197.80
366,CUST525,07-10-2023,East,Office Supplies,Envelope,7,"₹ 1,076.99","₹ 7,538.93","₹ 2,153.78"
367,CUST594,19-09-2024,East,Office Supplies,Paper,8,"₹ 1,109.38","₹ 8,875.04","₹ 1,132.45"
369,CUST340,15-11-2023,East,Furniture,Cabinet,10,₹ 840.26,"₹ 8,402.60",₹ 435.27
370,CUST432,19-12-2024,East,Office Supplies,Paper,7,₹ 255.13,"₹ 1,785.91",₹ 505.10
376,CUST158,14-10-2023,East,Electronics,Headphones,7,₹ 859.41,"₹ 6,015.87",₹ 433.05
380,CUST879,13-03-2023,East,Electronics,Smartphone,5,"₹ 1,083.54","₹ 5,417.70","₹ 1,367.88"
381,CUST387,01-09-2023,East,Electronics,Monitor,7,₹ 367.67,"₹ 2,573.69",₹ 283.85
384,CUST996,19-10-2024,East,Electronics,Laptop,5,₹ 144.29,₹ 721.45,₹ 36.46
391,CUST197,28-01-2023,East,Office Supplies,Pen,9,₹ 258.76,"₹ 2,328.84",₹ 530.42
398,CUST102,09-04-2023,East,Office Supplies,Pen,8,"₹ 1,048.59","₹ 8,388.72",₹ 943.22
399,CUST536,29-08-2024,East,Electronics,Keyboard,5,₹ 585.27,"₹ 2,926.35",₹ 679.21
400,CUST125,01-12-2024,East,Furniture,Table,2,₹ 243.88,₹ 487.76,₹ 25.23
402,CUST303,28-10-2023,East,Office Supplies,Paper,10,₹ 411.12,"₹ 4,111.20",₹ 212.02
404,CUST462,29-04-2023,East,Office Supplies,Notebook,2,₹ 297.50,₹ 595.00,₹ 42.15
405,CUST173,08-06-2024,East,Electronics,Smartphone,1,₹ 184.22,₹ 184.22,₹ 37.97
416,CUST257,15-02-2024,East,Furniture,Desk,3,₹ 103.04,₹ 309.12,₹ 42.48
420,CUST623,07-05-2023,East,Office Supplies,Notebook,5,₹ 898.02,"₹ 4,490.10","₹ 1,557.48"
429,CUST544,19-04-2023,East,Electronics,Monitor,8,₹ 552.20,"₹ 4,417.60",₹ 648.05
440,CUST145,29-04-2023,East,Furniture,Bookshelf,9,₹ 382.70,"₹ 3,444.30",₹ 399.43
445,CUST567,10-07-2023,East,Furniture,Table,8,₹ 988.29,"₹ 7,906.32","₹ 2,411.84"
447,CUST955,03-02-2024,East,Electronics,Monitor,8,₹ 883.44,"₹ 7,067.52",₹ 934.24
451,CUST608,06-02-2023,East,Office Supplies,Pen,10,₹ 277.72,"₹ 2,777.20",₹ 292.83
456,CUST667,07-05-2023,East,Electronics,Headphones,2,"₹ 1,046.48","₹ 2,092.96",₹ 352.78
458,CUST934,26-08-2023,East,Office Supplies,Envelope,7,"₹ 1,085.36","₹ 7,597.52","₹ 1,845.71"
463,CUST360,31-07-2023,East,Furniture,Table,3,"₹ 1,063.33","₹ 3,189.99",₹ 311.57
465,CUST350,11-02-2023,East,Furniture,Desk,10,₹ 342.91,"₹ 3,429.10",₹ 751.74
468,CUST506,16-07-2023,East,Furniture,Table,9,₹ 852.64,"₹ 7,673.76",₹ 711.10
476,CUST311,25-03-2024,East,Furniture,Cabinet,9,₹ 124.70,"₹ 1,122.30",₹ 220.05
477,CUST885,09-05-2024,East,Office Supplies,Pen,7,₹ 688.87,"₹ 4,822.09",₹ 331.44
479,CUST899,11-03-2024,East,Electronics,Smartphone,4,₹ 825.94,"₹ 3,303.76",₹ 836.67
481,CUST101,09-06-2023,East,Furniture,Chair,1,₹ 852.43,₹ 852.43,₹ 235.48
489,CUST865,27-11-2023,East,Office Supplies,Notebook,2,₹ 937.30,"₹ 1,874.60",₹ 468.68
490,CUST780,25-02-2023,East,Office Supplies,Pen,6,₹ 789.56,"₹ 4,737.36","₹ 1,140.79"
493,CUST174,10-02-2024,East,Furniture,Cabinet,4,₹ 480.46,"₹ 1,921.84",₹ 231.96
496,CUST903,10-09-2024,East,Furniture,Desk,1,₹ 335.54,₹ 335.54,₹ 103.08
500,CUST768,20-09-2024,East,Electronics,Smartphone,6,₹ 660.62,"₹ 3,963.72",₹ 446.89
504,CUST273,09-03-2023,East,Office Supplies,Notebook,9,₹ 983.97,"₹ 8,855.73","₹ 1,227.88"
508,CUST733,06-04-2023,East,Electronics,Smartphone,1,"₹ 1,171.97","₹ 1,171.97",₹ 358.02
511,CUST400,30-11-2024,East,Electronics,Headphones,9,₹ 901.94,"₹ 8,117.46","₹ 1,530.95"
521,CUST469,28-02-2023,East,Electronics,Keyboard,9,₹ 843.00,"₹ 7,587.00","₹ 1,548.29"
524,CUST408,31-03-2023,East,Furniture,Cabinet,6,₹ 657.25,"₹ 3,943.50",₹ 360.30
526,CUST626,29-12-2023,East,Office Supplies,Envelope,7,₹ 64.03,₹ 448.21,₹ 141.30
527,CUST221,23-09-2023,East,Electronics,Laptop,6,₹ 413.66,"₹ 2,481.96",₹ 299.24
537,CUST731,10-07-2024,East,Furniture,Chair,6,₹ 818.58,"₹ 4,911.48",₹ 758.56
538,CUST930,25-09-2023,East,Electronics,Laptop,3,₹ 946.51,"₹ 2,839.53",₹ 590.70
544,CUST285,26-03-2024,East,Furniture,Cabinet,7,₹ 48.86,₹ 342.02,₹ 90.71
557,CUST698,19-07-2024,East,Office Supplies,Stapler,5,₹ 121.67,₹ 608.35,₹ 160.45
563,CUST480,08-07-2024,East,Electronics,Monitor,5,"₹ 1,096.12","₹ 5,480.60",₹ 842.90
567,CUST559,24-02-2024,East,Furniture,Bookshelf,6,₹ 410.79,"₹ 2,464.74",₹ 513.80
568,CUST533,29-12-2023,East,Furniture,Chair,4,₹ 576.93,"₹ 2,307.72",₹ 238.16
569,CUST276,10-06-2024,East,Electronics,Keyboard,9,₹ 417.29,"₹ 3,755.61",₹ 462.53
574,CUST382,24-03-2024,East,Electronics,Monitor,8,₹ 721.78,"₹ 5,774.24",₹ 901.46
576,CUST724,23-01-2023,East,Electronics,Laptop,4,"₹ 1,077.37","₹ 4,309.48",₹ 333.08
581,CUST203,25-12-2024,East,Office Supplies,Pen,8,₹ 813.66,"₹ 6,509.28","₹ 2,130.61"
584,CUST876,09-05-2024,East,Furniture,Cabinet,7,₹ 960.10,"₹ 6,720.70",₹ 911.71
588,CUST162,15-10-2024,East,Furniture,Bookshelf,7,₹ 959.03,"₹ 6,713.21","₹ 2,108.06"
589,CUST863,18-02-2024,East,Furniture,Chair,2,₹ 421.08,₹ 842.16,₹ 241.16
592,CUST537,02-11-2024,East,Electronics,Smartphone,4,₹ 360.65,"₹ 1,442.60",₹ 372.54
593,CUST296,29-09-2023,East,Furniture,Cabinet,7,"₹ 1,081.55","₹ 7,570.85","₹ 1,096.27"
595,CUST302,23-03-2023,East,Furniture,Table,6,₹ 419.62,"₹ 2,517.72",₹ 843.14
596,CUST498,23-01-2024,East,Furniture,Table,3,₹ 43.61,₹ 130.83,₹ 16.03
603,CUST678,14-06-2024,East,Office Supplies,Notebook,8,"₹ 1,129.31","₹ 9,034.48","₹ 1,276.87"
605,CUST763,13-06-2023,East,Office Supplies,Pen,2,₹ 123.27,₹ 246.54,₹ 42.12
606,CUST989,16-07-2023,East,Electronics,Headphones,3,"₹ 1,160.16","₹ 3,480.48",₹ 571.69
608,CUST760,02-08-2024,East,Office Supplies,Envelope,1,"₹ 1,147.32","₹ 1,147.32",₹ 219.01
613,CUST632,24-01-2023,East,Office Supplies,Stapler,7,₹ 138.33,₹ 968.31,₹ 305.68
614,CUST999,12-03-2024,East,Office Supplies,Envelope,5,₹ 762.06,"₹ 3,810.30",₹ 693.11
621,CUST453,13-12-2024,East,Electronics,Headphones,2,₹ 964.55,"₹ 1,929.10",₹ 614.84
623,CUST208,04-12-2024,East,Furniture,Desk,2,₹ 770.12,"₹ 1,540.24",₹ 140.73
625,CUST941,20-09-2024,East,Electronics,Smartphone,2,₹ 927.32,"₹ 1,854.64",₹ 97.29
626,CUST750,27-12-2023,East,Electronics,Smartphone,3,₹ 228.76,₹ 686.28,₹ 131.70
629,CUST398,22-09-2023,East,Furniture,Desk,1,₹ 730.88,₹ 730.88,₹ 85.45
630,CUST122,06-07-2024,East,Furniture,Desk,5,₹ 595.22,"₹ 2,976.10",₹ 423.45
632,CUST529,14-10-2023,East,Furniture,Chair,1,₹ 487.79,₹ 487.79,₹ 51.40
652,CUST486,14-03-2023,East,Office Supplies,Paper,2,₹ 603.75,"₹ 1,207.50",₹ 414.47
655,CUST650,24-11-2023,East,Electronics,Monitor,4,₹ 285.50,"₹ 1,142.00",₹ 199.15
656,CUST219,16-10-2024,East,Electronics,Headphones,6,₹ 212.91,"₹ 1,277.46",₹ 79.80
658,CUST432,13-11-2024,East,Office Supplies,Pen,7,₹ 222.83,"₹ 1,559.81",₹ 189.67
662,CUST243,07-04-2024,East,Office Supplies,Envelope,2,₹ 546.60,"₹ 1,093.20",₹ 112.20
665,CUST839,23-02-2024,East,Office Supplies,Pen,7,₹ 920.35,"₹ 6,442.45",₹ 840.33
666,CUST749,09-06-2024,East,Furniture,Cabinet,5,₹ 407.05,"₹ 2,035.25",₹ 319.83
670,CUST923,18-07-2023,East,Office Supplies,Paper,7,"₹ 1,176.65","₹ 8,236.55","₹ 2,497.51"
671,CUST850,04-10-2024,East,Furniture,Desk,8,₹ 723.23,"₹ 5,785.84",₹ 476.58
674,CUST536,17-01-2023,East,Furniture,Bookshelf,7,"₹ 1,036.45","₹ 7,255.15","₹ 1,044.73"
675,CUST469,06-01-2023,East,Furniture,Desk,10,₹ 574.54,"₹ 5,745.40","₹ 1,939.77"
678,CUST587,08-02-2024,East,Electronics,Monitor,8,₹ 609.99,"₹ 4,879.92","₹ 1,512.76"
679,CUST576,06-02-2023,East,Electronics,Laptop,10,₹ 132.01,"₹ 1,320.10",₹ 285.28
681,CUST560,31-12-2024,East,Office Supplies,Stapler,4,"₹ 1,026.69","₹ 4,106.76",₹ 617.62
682,CUST280,16-12-2024,East,Electronics,Smartphone,9,₹ 211.40,"₹ 1,902.60",₹ 440.78
684,CUST435,08-04-2023,East,Office Supplies,Pen,1,"₹ 1,078.84","₹ 1,078.84",₹ 193.67
685,CUST476,17-12-2024,East,Office Supplies,Stapler,5,"₹ 1,142.05","₹ 5,710.25","₹ 1,993.75"
688,CUST488,11-04-2023,East,Electronics,Monitor,1,₹ 64.22,₹ 64.22,₹ 12.91
689,CUST397,01-07-2023,East,Office Supplies,Envelope,9,₹ 266.50,"₹ 2,398.50",₹ 544.64
691,CUST673,13-09-2024,East,Office Supplies,Stapler,5,₹ 534.95,"₹ 2,674.75",₹ 691.43
692,CUST250,26-12-2024,East,Furniture,Cabinet,4,"₹ 1,191.57","₹ 4,766.28","₹ 1,557.92"
703,CUST696,12-03-2024,East,Furniture,Cabinet,9,₹ 984.07,"₹ 8,856.63",₹ 704.79
705,CUST916,03-08-2023,East,Electronics,Monitor,6,"₹ 1,096.53","₹ 6,579.18","₹ 1,737.31"
706,CUST660,29-01-2023,East,Office Supplies,Pen,1,₹ 63.19,₹ 63.19,₹ 3.54
707,CUST710,17-01-2024,East,Furniture,Table,6,₹ 234.08,"₹ 1,404.48",₹ 159.31
711,CUST598,17-07-2024,East,Office Supplies,Notebook,9,"₹ 1,132.09","₹ 10,188.81","₹ 1,093.16"
717,CUST163,16-09-2023,East,Furniture,Bookshelf,5,₹ 796.39,"₹ 3,981.95","₹ 1,209.38"
718,CUST857,28-07-2024,East,Furniture,Bookshelf,4,₹ 458.82,"₹ 1,835.28",₹ 354.58
720,CUST984,17-08-2024,East,Office Supplies,Stapler,9,₹ 374.06,"₹ 3,366.54",₹ 822.25
728,CUST242,21-08-2023,East,Electronics,Laptop,1,₹ 401.61,₹ 401.61,₹ 73.42
730,CUST900,18-08-2023,East,Furniture,Cabinet,2,₹ 510.20,"₹ 1,020.40",₹ 286.12
737,CUST908,02-03-2023,East,Office Supplies,Envelope,9,₹ 67.38,₹ 606.42,₹ 44.79
746,CUST150,02-09-2023,East,Electronics,Headphones,9,₹ 584.25,"₹ 5,258.25",₹ 521.12
750,CUST394,15-12-2023,East,Office Supplies,Notebook,8,₹ 544.29,"₹ 4,354.32",₹ 663.01
751,CUST625,18-04-2023,East,Office Supplies,Notebook,9,₹ 65.07,₹ 585.63,₹ 34.07
760,CUST119,22-09-2024,East,Furniture,Bookshelf,6,₹ 565.81,"₹ 3,394.86","₹ 1,033.45"
770,CUST800,07-08-2024,East,Furniture,Bookshelf,4,₹ 291.38,"₹ 1,165.52",₹ 68.96
775,CUST828,02-04-2024,East,Electronics,Monitor,2,₹ 45.67,₹ 91.34,₹ 11.55
777,CUST271,15-02-2023,East,Electronics,Laptop,1,₹ 501.73,₹ 501.73,₹ 115.09
782,CUST524,19-06-2024,East,Electronics,Headphones,6,"₹ 1,083.44","₹ 6,500.64","₹ 1,698.19"
788,CUST790,19-01-2023,East,Office Supplies,Envelope,2,₹ 400.61,₹ 801.22,₹ 206.19
789,CUST754,17-08-2023,East,Electronics,Laptop,9,₹ 456.66,"₹ 4,109.94",₹ 513.71
792,CUST489,19-11-2024,East,Electronics,Laptop,6,"₹ 1,089.85","₹ 6,539.10","₹ 1,982.33"
794,CUST131,08-02-2024,East,Furniture,Bookshelf,7,₹ 404.07,"₹ 2,828.49",₹ 891.60
796,CUST349,27-09-2023,East,Furniture,Table,6,₹ 920.38,"₹ 5,522.28","₹ 1,133.57"
798,CUST826,01-10-2023,East,Office Supplies,Envelope,1,₹ 892.83,₹ 892.83,₹ 76.09
802,CUST599,02-08-2023,East,Electronics,Smartphone,1,"₹ 1,047.14","₹ 1,047.14",₹ 288.01
804,CUST712,26-01-2024,East,Furniture,Desk,4,₹ 362.70,"₹ 1,450.80",₹ 306.90
806,CUST608,02-02-2023,East,Electronics,Monitor,5,₹ 260.99,"₹ 1,304.95",₹ 199.82
807,CUST270,17-11-2024,East,Furniture,Table,9,₹ 674.12,"₹ 6,067.08","₹ 1,919.83"
812,CUST735,29-06-2023,East,Electronics,Laptop,7,₹ 348.56,"₹ 2,439.92",₹ 272.72
821,CUST951,01-08-2023,East,Office Supplies,Envelope,3,₹ 903.40,"₹ 2,710.20",₹ 300.27
835,CUST746,16-10-2024,East,Furniture,Chair,1,₹ 274.82,₹ 274.82,₹ 28.79
836,CUST346,21-08-2024,East,Office Supplies,Paper,7,₹ 558.91,"₹ 3,912.37",₹ 515.02
837,CUST173,26-06-2023,East,Electronics,Laptop,2,₹ 537.79,"₹ 1,075.58",₹ 84.60
839,CUST786,19-07-2023,East,Office Supplies,Envelope,3,₹ 963.80,"₹ 2,891.40",₹ 586.81
845,CUST383,15-02-2023,East,Electronics,Laptop,6,₹ 317.33,"₹ 1,903.98",₹ 98.71
846,CUST552,04-11-2023,East,Office Supplies,Paper,7,₹ 247.58,"₹ 1,733.06",₹ 344.44
849,CUST232,30-06-2023,East,Electronics,Keyboard,8,₹ 102.73,₹ 821.84,₹ 200.79
850,CUST429,24-10-2024,East,Electronics,Keyboard,9,₹ 642.61,"₹ 5,783.49","₹ 1,207.23"
855,CUST793,18-04-2023,East,Furniture,Desk,9,₹ 846.10,"₹ 7,614.90",₹ 917.38
863,CUST188,17-11-2024,East,Office Supplies,Paper,1,"₹ 1,130.08","₹ 1,130.08",₹ 64.94
868,CUST392,29-02-2024,East,Office Supplies,Pen,6,₹ 825.87,"₹ 4,955.22",₹ 895.85
874,CUST823,18-09-2023,East,Office Supplies,Notebook,4,₹ 606.92,"₹ 2,427.68",₹ 372.52
882,CUST952,21-06-2023,East,Electronics,Keyboard,9,₹ 99.22,₹ 892.98,₹ 181.06
899,CUST444,06-02-2023,East,Furniture,Bookshelf,2,₹ 650.28,"₹ 1,300.56",₹ 384.27
903,CUST275,26-03-2024,East,Office Supplies,Stapler,9,₹ 326.19,"₹ 2,935.71",₹ 631.30
916,CUST374,27-06-2024,East,Electronics,Keyboard,2,₹ 682.35,"₹ 1,364.70",₹ 197.71
920,CUST801,16-08-2024,East,Electronics,Monitor,9,₹ 326.61,"₹ 2,939.49",₹ 472.29
922,CUST548,08-10-2023,East,Furniture,Table,5,₹ 894.19,"₹ 4,470.95",₹ 517.57
937,CUST633,29-06-2024,East,Furniture,Chair,3,₹ 213.38,₹ 640.14,₹ 172.76
940,CUST163,26-08-2023,East,Furniture,Bookshelf,10,"₹ 1,031.38","₹ 10,313.80","₹ 3,539.80"
945,CUST327,14-03-2024,East,Office Supplies,Pen,2,₹ 495.37,₹ 990.74,₹ 236.23
951,CUST638,08-11-2024,East,Electronics,Keyboard,7,₹ 766.94,"₹ 5,368.58","₹ 1,506.15"
963,CUST654,26-06-2023,East,Electronics,Monitor,8,₹ 756.37,"₹ 6,050.96","₹ 1,358.22"
966,CUST864,12-05-2024,East,Furniture,Desk,8,₹ 731.53,"₹ 5,852.24",₹ 360.01
969,CUST188,30-06-2024,East,Office Supplies,Paper,8,₹ 789.52,"₹ 6,316.16","₹ 1,610.08"
970,CUST488,27-01-2023,East,Furniture,Cabinet,3,₹ 168.10,₹ 504.30,₹ 94.24
973,CUST509,14-07-2024,East,Furniture,Bookshelf,5,₹ 955.89,"₹ 4,779.45","₹ 1,670.35"
